Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,8.0,0,100,0,0,100,100,0.352267,0,0,0,,,100,0,100,100,0,0,0,0.0,7.0,,,5.0,0,0,100,100,100.0,0,100,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,11.0,0,0,100,0,100,100,0.352267,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,52.0,0,0,0,0,0,100,0.352267,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Higher,7.0,0,100,0,0,100,100,0.352267,100,0,0,,,100,0,100,100,0,0,0,0.0,3.0,3.0,,4.0,100,0,100,0,100.0,0,100,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,34.0,0,0,0,0,0,100,0.329344,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,36.0,0,0,0,0,0,100,0.329344,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,17.0,0,0,100,100,100,100,0.329344,0,0,0,,0.0,100,0,0,100,100,100,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,36.0,0,0,0,0,0,100,0.329344,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,3.0,100,0,0,0,0,0,0.329344,100,0,100,0.0,,0,0,100,0,0,0,0,,5.0,,,,0,0,100,0,,0,100,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,57.0,0,0,0,0,0,100,0.329344,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,18.0,0,0,100,100,100,100,0.329344,0,0,0,,0.0,100,0,0,100,0,0,100,0.0,,,,5.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,20.0,0,0,100,100,100,100,0.329344,0,0,0,,0.0,100,0,0,100,100,0,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.329344,0,0,0,,0.0,100,0,0,100,100,100,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,41.0,0,0,0,0,0,100,0.329344,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,39.0,0,0,0,0,0,100,0.240824,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,58.0,0,0,0,0,0,100,0.240824,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,7.0,0,100,0,0,100,100,0.240824,100,0,100,,,0,0,100,0,0,0,0,0.0,3.0,,,,0,0,0,0,0.0,0,100,0,0.0
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,42.0,0,0,0,0,0,100,0.240824,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,2.0,100,0,0,0,0,0,0.240824,100,0,100,0.0,,0,0,100,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,21.0,0,0,100,100,100,100,0.240824,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,2.0,3.0,,3.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.240824,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,22.0,0,0,100,100,100,100,0.240824,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,,2.0,,4.0,0,100,100,0,100.0,100,100,0,100.0
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,52.0,0,0,0,0,0,100,0.240824,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.28291,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,9.0,0,0,100,0,100,100,0.28291,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,8.0,0,100,0,0,100,100,0.28291,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,100,0,0,0,100.0,100,0,0,100.0
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.28291,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,4.0,5.0,,4.0,0,100,100,0,100.0,100,100,0,100.0
Total,2014,Urban,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,58.0,0,0,0,0,0,100,0.28291,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,20.0,0,0,100,100,100,100,0.28291,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,,3.0,,4.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,36.0,0,0,0,0,0,100,0.28291,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.511559,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.511559,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,44.0,0,0,0,0,0,100,0.511559,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,3.0,100,0,0,0,0,0,0.511559,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,0.511559,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,,2.0,,,0,0,0,0,0.0,0,100,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,22.0,0,0,100,100,100,100,0.511559,0,0,0,,0.0,100,100,0,100,0,100,0,0.0,,,,6.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,27.0,0,0,0,0,0,100,0.511559,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.859265,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.859265,0,0,0,,0.0,100,0,0,100,100,100,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.859265,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,26.0,0,0,0,0,0,100,0.859265,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0.0,100,0,0,0,0,0,0.859265,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,6.0,0,100,0,0,100,100,0.859265,100,100,100,,,0,0,0,0,0,0,0,0.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,27.0,0,0,0,0,0,100,0.859265,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,41.0,0,0,0,0,0,100,0.859265,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,20.0,0,0,100,100,100,100,0.859265,0,0,0,,0.0,100,0,0,100,100,100,100,100.0,,,,4.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,53.0,0,0,0,0,0,100,0.871035,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,12.0,0,0,100,100,100,100,0.871035,0,0,0,,0.0,100,0,0,100,100,0,0,0.0,,,,4.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,2.0,100,0,0,0,0,0,0.871035,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,53.0,0,0,0,0,0,100,0.871035,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.871035,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,42.0,0,0,0,0,0,100,0.871035,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,16.0,0,0,100,100,100,100,0.871035,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,,1.0,,5.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.871035,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,46.0,0,0,0,0,0,100,0.871035,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,16.0,0,0,100,100,100,100,1.223857,0,0,0,,0.0,100,0,0,100,100,100,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,49.0,0,0,0,0,0,100,1.223857,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,48.0,0,0,0,0,0,100,1.223857,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,1.223857,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,37.0,0,0,0,0,0,100,1.223857,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,31.0,0,0,0,0,0,100,1.223857,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,14.0,0,0,100,100,100,100,1.223857,100,0,0,,100.0,100,0,0,100,100,0,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,17.0,0,0,100,100,100,100,1.223857,0,0,0,,0.0,100,0,0,100,0,100,0,0.0,,,,4.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,1.223857,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,5.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,14.0,0,0,100,100,100,100,1.223857,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,15.0,0,0,100,100,100,100,1.223857,100,0,0,,100.0,100,0,0,100,100,0,0,0.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,43.0,0,0,0,0,0,100,0.892453,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,58.0,0,0,0,0,0,100,0.892453,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,30.0,0,0,0,0,0,100,0.892453,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,32.0,0,0,0,0,0,100,0.892453,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.892453,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,34.0,0,0,0,0,0,100,0.892453,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,2.0,100,0,0,0,0,0,0.892453,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,7.0,0,100,0,0,100,100,0.892453,100,100,100,,,0,0,0,0,0,0,0,0.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.892453,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,0.0,100,0,0,0,0,0,1.056987,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,49.0,0,0,0,0,0,100,1.056987,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,32.0,0,0,0,0,0,100,1.056987,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,50.0,0,0,0,0,0,100,1.056987,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,33.0,0,0,0,0,0,100,1.056987,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,11.0,0,0,100,0,100,100,1.056987,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,6.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,31.0,0,0,0,0,0,100,1.056987,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,48.0,0,0,0,0,0,100,1.056987,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,1.056987,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,1.056987,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,34.0,0,0,0,0,0,100,1.056987,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,51.0,0,0,0,0,0,100,1.056987,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,36.0,0,0,0,0,0,100,0.970264,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,20.0,0,0,100,100,100,100,0.970264,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,4.0,,,7.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,45.0,0,0,0,0,0,100,0.970264,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,2.0,100,0,0,0,0,0,0.970264,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,50.0,0,0,0,0,0,100,0.970264,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.970264,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,40.0,0,0,0,0,0,100,0.970264,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.970264,100,0,0,,,100,0,0,0,100,0,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.928256,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,36.0,0,0,0,0,0,100,0.928256,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,43.0,0,0,0,0,0,100,0.928256,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.928256,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.928256,0,0,0,,,100,0,100,0,100,100,0,0.0,,4.0,,5.0,0,0,100,100,100.0,0,100,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,41.0,0,0,0,0,0,100,0.829557,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,41.0,0,0,0,0,0,100,0.829557,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.829557,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.829557,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,56.0,0,0,0,0,0,100,0.829557,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,48.0,0,0,0,0,0,100,0.829557,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,25.0,0,0,0,0,0,100,0.708983,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,11.0,0,0,100,0,100,100,0.708983,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,55.0,0,0,0,0,0,100,0.708983,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
